sample_index,time_sec,mem_avg_MB,mem_peak_MB,power_avg_W,power_peak_W,time_per_output_token,time_to_first_token,kv,quant,context
0,172.14781188964844,16327.104772953751,31782.220703125,6.87649360564428,14.33664,0.678098301099998,165.35936579099996,fullkv,kivi,128
1,169.82175946235657,16326.57899463287,31782.28173828125,6.950754917877939,13.54016,0.660326945099996,163.21232046500006,fullkv,kivi,128
2,168.95603919029236,16329.761893069575,31782.28173828125,6.941432332951678,13.54016,0.6538987743333311,163.06460102799997,fullkv,kivi,128
3,175.63540601730347,16314.247020806206,31777.35107421875,6.945598611111352,13.9384,0.6597372466000021,169.03204520000008,fullkv,kivi,128
4,170.14317083358765,16325.58232869282,31782.28173828125,6.981265852187076,13.54016,0.661741156100015,163.5199879249999,fullkv,kivi,128
5,167.20751309394836,16345.863021606083,31782.28173828125,6.8825451869436645,13.9384,0.6162117799999951,163.50183948899985,fullkv,kivi,128
6,165.87186980247498,16357.475724231095,31782.28173828125,6.805528363046989,13.54016,0.561204309249944,163.62054133900006,fullkv,kivi,128
7,166.53677344322205,16353.707106008893,31782.28173828125,6.84084630060124,13.54016,0.5925010624000601,163.56730730399977,fullkv,kivi,128
8,165.10796070098877,16365.101414511679,31782.28173828125,6.780627613963034,13.5456,0.501976898333244,163.59563160100015,fullkv,kivi,128
9,167.40482378005981,16348.63366883293,31782.28173828125,6.8940826984128325,14.33664,0.6140080335000371,163.7149925079998,fullkv,kivi,128
10,167.5323784351349,16348.609116012985,31782.28173828125,6.878573513513674,13.54016,0.6146746614999751,163.83852343200033,fullkv,kivi,128
11,179.43953943252563,16293.9580654765,31777.35107421875,7.121452658815873,13.9328,0.6811501804000121,169.21691692100012,fullkv,kivi,128
12,165.8748848438263,16359.06988822158,31782.28173828125,6.8324562722852455,13.54016,0.560470307750051,163.6257346729999,fullkv,kivi,128
13,167.38702917099,16348.080775932449,31782.28173828125,6.892289668847996,13.54016,0.617906667833343,163.67196172400008,fullkv,kivi,128
14,166.94159030914307,16352.545437811465,31782.28173828125,6.8504702470376255,13.54016,0.592759574799947,163.97161936700013,fullkv,kivi,128
15,166.85301232337952,16353.6337622134,31782.28173828125,6.852193810957191,13.54016,0.59333680539994,163.88147620400014,fullkv,kivi,128
16,176.23273873329163,16315.586535423205,31777.35107421875,6.996570962343405,13.9384,0.659927224900002,169.62791896299996,fullkv,kivi,128
17,167.83265686035156,16346.542974809036,31782.28173828125,6.895442915107537,13.54016,0.6153739294999621,164.13483048800026,fullkv,kivi,128
18,166.9671061038971,16351.890162304688,31782.28173828125,6.8564835520001015,13.54016,0.592477156399945,163.9991224600003,fullkv,kivi,128
19,171.32616448402405,16349.113398639422,31777.35107421875,6.79816553383458,13.9384,0.511552484333151,169.78575628700037,fullkv,kivi,128
20,170.07734990119934,16331.781290059793,31782.28173828125,6.977183369669361,13.54016,0.654565780888939,164.1800481780001,fullkv,kivi,128
21,168.36868739128113,16343.145363817403,31782.28173828125,6.9220443294118965,13.54016,0.6322999104284981,163.93722309700024,fullkv,kivi,128
22,171.51949882507324,16321.453522605654,31782.28173828125,7.039357013811333,13.54016,0.6649975906363,164.1993057440004,fullkv,kivi,128
23,171.87344193458557,16345.439741071741,31777.35107421875,6.835260875722124,13.9384,0.5567093199999811,169.6417371890002,fullkv,kivi,128
24,165.61655187606812,16364.650149140802,31782.28173828125,6.79499437487161,13.9328,0.5026106903333131,164.10288071099967,fullkv,kivi,128
25,166.38715267181396,16358.75947044263,31782.28173828125,6.835351094920061,13.54016,0.561095322500023,164.13712490000034,fullkv,kivi,128
26,178.0219211578369,16307.230559761494,31777.35107421875,7.047199317871951,13.9328,0.6689282882499961,169.99024092499985,fullkv,kivi,128
27,167.14031720161438,16354.070245565308,31782.28173828125,6.8606003602161465,13.54016,0.5925765583999231,164.1713581240001,fullkv,kivi,128
28,167.83770775794983,16347.213561999635,31782.28173828125,6.90479648386451,13.9384,0.615198664666574,164.14084978500068,fullkv,kivi,128
29,167.90721654891968,16348.828130424272,31782.28173828125,6.882360547510379,13.54016,0.616858481833332,164.20010230999924,fullkv,kivi,128
30,174.8895173072815,16324.4389341085,31777.35107421875,6.96047897289588,14.73488,0.6426299247499401,169.74261709500024,fullkv,kivi,128
31,166.4662380218506,16361.134162108978,31782.28173828125,6.831499898187731,13.54016,0.561818070000072,164.21297608199984,fullkv,kivi,128
32,166.8676552772522,16356.957579298687,31782.28173828125,6.832344004839734,13.54016,0.5590209564998071,164.62550206000014,fullkv,kivi,128
33,167.28557968139648,16355.222437927221,31782.28173828125,6.855441737032562,13.54016,0.593173335400024,164.31418528999984,fullkv,kivi,128
34,166.69702625274658,16358.71456649969,31782.28173828125,6.8283925886883665,13.54016,0.5590497817499901,164.45699083100044,fullkv,kivi,128
35,172.42631244659424,16317.416184387886,31782.28173828125,7.0630346034099905,13.54016,0.672500115333302,164.3502250649999,fullkv,kivi,128
36,167.57320427894592,16353.162891682437,31782.28173828125,6.864388594345298,13.54016,0.593866918200001,164.597941817,fullkv,kivi,128
37,169.64146184921265,16339.24950972499,31782.28173828125,6.95432241104404,13.53472,0.644237390124999,164.48190923499988,fullkv,kivi,128
38,166.82119703292847,16360.035563018824,31782.28173828125,6.831456571892733,13.54016,0.559365343249965,164.57796719899943,fullkv,kivi,128
39,169.0388925075531,16342.836114301368,31782.28173828125,6.923322785602478,13.54016,0.632674409714257,164.60432388800018,fullkv,kivi,128
40,169.08640027046204,16343.054237910574,31782.28173828125,6.918726292310837,13.54016,0.631941136142813,164.65925679300017,fullkv,kivi,128
41,166.8322675228119,16358.87308534264,31782.28173828125,6.833446789847701,13.9384,0.5584774427500171,164.59210052299932,fullkv,kivi,128
42,171.84518814086914,16348.04160888443,31777.35107421875,6.805654852858552,14.73488,0.5084160143333061,170.31521470799998,fullkv,kivi,128
43,169.6318724155426,16337.585956891255,31782.28173828125,6.962703231305831,13.54016,0.6431428995000481,164.48114359600004,fullkv,kivi,128
44,201.01710987091064,16186.174289483157,31782.28173828125,7.8172264457670355,13.9384,0.7151222986862651,164.53986556100062,fullkv,kivi,128
45,178.19624781608582,16307.282656667334,31777.3515625,7.080120287179289,14.33088,0.6696263114166261,170.15498581800057,fullkv,kivi,128
46,170.04138922691345,16335.912440164378,31782.28173828125,6.956971468208051,13.54016,0.64281004999998,164.89341751699976,fullkv,kivi,128
47,169.09463691711426,16342.670269596227,31782.28173828125,6.934712234833729,13.9384,0.6343752772856011,164.64815849000115,fullkv,kivi,128
48,172.53298687934875,16343.746492345086,31777.35107421875,6.849220836586754,13.9384,0.557914277999771,170.29629872199985,fullkv,kivi,128
49,165.76910209655762,16361.632960617955,31765.72314453125,6.8677638841288555,13.53472,0.566149084000244,163.49635244699857,fullkv,kivi,128
50,168.92748141288757,16337.565834382262,31782.28173828125,6.969720061967648,13.9384,0.6474991101249541,163.74241560200062,fullkv,kivi,128
51,166.09340453147888,16358.988644179079,31782.28173828125,6.844327180109245,13.54016,0.562048959000094,163.84139208099987,fullkv,kivi,128
52,167.37446689605713,16349.273551784783,31782.28173828125,6.910346751440537,13.54016,0.6201636193333491,163.64565631799996,fullkv,kivi,128
53,168.50684237480164,16343.74472479982,31782.28173828125,6.934149531096917,13.9384,0.633981326428641,164.06441488400014,fullkv,kivi,128
54,165.7541379928589,16363.291083145841,31782.28173828125,6.800922667754367,13.54016,0.50567054466713,164.23194824500024,fullkv,kivi,128
55,168.37258625030518,16342.054841513276,31782.28173828125,6.934601837014053,13.54016,0.636625012285678,163.91027005899923,fullkv,kivi,128
56,171.84603571891785,16318.118545314526,31782.28173828125,7.083220900500561,13.54016,0.6739522194999761,163.75374527699933,fullkv,kivi,128
57,166.78009366989136,16353.753941763143,31782.28173828125,6.881799463033357,13.54016,0.595160956200197,163.79705823800032,fullkv,kivi,128
58,171.23452806472778,16319.849507093697,31782.28173828125,7.065596405840678,13.54016,0.6673991819091251,163.88760724999884,fullkv,kivi,128
59,166.06710720062256,16359.575334395056,31782.28173828125,6.837339788101043,13.54016,0.5641265610001931,163.80671647000054,fullkv,kivi,128
60,167.01422214508057,16353.704103616157,31782.28173828125,6.878235641898664,13.54016,0.5962707620001311,164.02612936600053,fullkv,kivi,128
61,167.09844660758972,16353.810102884965,31782.28173828125,6.875784964880624,13.54016,0.5950633653999831,164.11656967899944,fullkv,kivi,128
62,165.57667112350464,16366.735214912125,31782.28173828125,6.808744975288236,13.9328,0.5017948476670421,164.06599251700027,fullkv,kivi,128
63,172.7039246559143,16338.959899902344,31777.35107421875,6.876809192364261,13.9384,0.594791964599789,169.724697732001,fullkv,kivi,128
64,169.20493125915527,16336.138785674966,31782.28173828125,6.982582733255975,13.9384,0.6482797912499331,164.01279026300108,fullkv,kivi,128
65,166.5764753818512,16360.45018887863,31782.28173828125,6.8372246016621805,13.54016,0.5616131132501321,164.32413835199986,fullkv,kivi,128
66,165.746910572052,16365.42568784316,31782.28173828125,6.830617602627213,13.54016,0.502576324333858,164.2338350659993,fullkv,kivi,128
67,167.18241810798645,16354.034211905615,31782.28173828125,7.183485656809474,14.73488,0.5921877946002491,164.21539968599973,fullkv,kivi,128
68,167.08861351013184,16352.557217551384,31765.72314453125,7.189588406725382,15.13312,0.5979368429998431,164.09364242999982,fullkv,kivi,128
69,166.5473644733429,16358.947693217604,31782.28173828125,7.154559902676393,14.73488,0.5585936064999261,164.307839598001,fullkv,kivi,128
70,168.8202269077301,16341.451882570074,31782.28173828125,7.275451584699354,14.73488,0.629241880714419,164.41064204599934,fullkv,kivi,128
71,175.30401229858398,16297.731789828784,31782.28173828125,7.556882695991558,14.73488,0.6848583761249071,164.34081951000007,fullkv,kivi,128
72,167.22835397720337,16354.219362750859,31782.28173828125,7.210094472523015,14.73488,0.5931808278000971,164.25747317700007,fullkv,kivi,128
73,178.69581699371338,16300.762585137909,31777.35107421875,7.434325201823985,15.13312,0.6726865619230711,169.94370148500093,fullkv,kivi,128
74,166.39825749397278,16358.576519072953,31782.28173828125,7.200827067913772,15.12704,0.5594277567497551,164.1539777020007,fullkv,kivi,128
75,172.22915482521057,16317.98199387987,31782.28173828125,7.476384142803976,14.72896,0.6699267821666881,164.184380961,fullkv,kivi,128
76,167.95160150527954,16346.500060078264,31782.28173828125,7.277621623337954,15.12704,0.614791998000024,164.25903390599888,fullkv,kivi,128
77,169.45049858093262,16337.328374155917,31782.28173828125,7.328157240310115,14.73488,0.6439844651249581,164.29274783099936,fullkv,kivi,128
78,166.63485407829285,16357.765941115578,31782.28173828125,7.151000973235996,14.73488,0.5576431555000451,164.39968653100004,fullkv,kivi,128
79,166.72432112693787,16357.418406481875,31782.28173828125,7.155181296596382,15.12704,0.5606386575000211,164.47692000999996,fullkv,kivi,128
80,167.8340723514557,16353.350138549196,31782.28173828125,7.169485782652016,14.73488,0.594215447000169,164.85906866499863,fullkv,kivi,128
81,166.71815013885498,16362.105575795124,31782.28173828125,7.178976280873531,14.73488,0.5609202579998961,164.46674552900004,fullkv,kivi,128
82,168.96064496040344,16341.612598229574,31782.28173828125,7.282653119373579,14.72896,0.63090205942873,164.53917442800048,fullkv,kivi,128
83,173.60218167304993,16334.908535002965,31777.35107421875,7.2694278810001265,15.13312,0.612805235166585,169.9190248900013,fullkv,kivi,128
84,166.6719946861267,16358.37577451851,31782.28173828125,7.195956535176847,15.12704,0.5596514609997031,164.427726412001,fullkv,kivi,128
85,173.2499656677246,16337.75807356304,31777.35107421875,7.215013171538745,15.52512,0.590744737199929,170.29193381700134,fullkv,kivi,128
86,166.0352063179016,16367.650995504706,31782.28173828125,7.165756033877245,14.72896,0.5018430756669351,164.52443922099883,fullkv,kivi,128
87,166.93584084510803,16360.370221769725,31782.28173828125,7.1857834083079855,14.73488,0.558573808250002,164.6958764280007,fullkv,kivi,128
88,174.65953636169434,16327.886985269082,31777.35107421875,7.269677104267916,15.13312,0.6310960075713541,170.23382682400006,fullkv,kivi,128
89,166.77940201759338,16359.355019965013,31782.28173828125,7.200923129584322,15.13312,0.5607280754998101,164.53052204900087,fullkv,kivi,128
90,167.35996556282043,16354.389492730801,31782.28173828125,7.22366542229373,14.72896,0.5924230627999351,164.39197529000012,fullkv,kivi,128
91,167.63780975341797,16353.374720364971,31782.28173828125,7.244306454856151,15.13312,0.591805074199874,164.673176753,fullkv,kivi,128
92,168.1481990814209,16347.636480794466,31782.28173828125,7.273155970476575,15.12704,0.616003929499735,164.44688906900046,fullkv,kivi,128
93,181.13456964492798,16290.616038044765,31777.35107421875,7.552125533596503,15.13312,0.683672375687365,170.19024308400185,fullkv,kivi,128
94,170.5213394165039,16331.663349139171,31782.28173828125,7.390983525800888,15.13312,0.6545303853332971,164.62557042799745,fullkv,kivi,128
95,166.13065814971924,16367.005557369223,31782.28173828125,7.148525803792229,14.73488,0.500518963999638,164.62439409799845,fullkv,kivi,128
96,171.9970338344574,16320.423803912707,31782.28173828125,7.414650398196465,15.12704,0.6641390552729051,164.68604239200067,fullkv,kivi,128
97,169.3272886276245,16343.104395716817,31782.28173828125,7.273831995300465,14.73488,0.632516609857183,164.894195830002,fullkv,kivi,128
98,170.79478693008423,16331.473694411057,31782.28173828125,7.352715723076605,14.73488,0.6521164803335621,164.92105620899747,fullkv,kivi,128
99,169.15943026542664,16343.178644458343,31782.28173828125,7.302901500982237,14.73488,0.6328643762857871,164.72466116400028,fullkv,kivi,128
100,167.91537976264954,16354.023595919703,31782.28173828125,7.21930837778207,14.72896,0.5938756523995831,164.94076546499855,fullkv,kivi,128
101,168.65330338478088,16348.131537769728,31782.28173828125,7.255777353992779,15.13312,0.6158551303330261,164.95318990500164,fullkv,kivi,128
102,168.57985138893127,16349.239619523818,31782.28173828125,7.283428045977009,14.73488,0.615042118166456,164.88348980799856,fullkv,kivi,128
103,173.22220015525818,16315.608686738855,31782.28173828125,7.42963535294112,14.73488,0.66842369299987,165.1963766150002,fullkv,kivi,128
104,166.66896414756775,16364.008699539276,31782.28173828125,7.124425520769358,14.73488,0.501394399333852,165.15889791799782,fullkv,kivi,128
105,167.8421630859375,16353.852708788552,31782.28173828125,7.227937729555804,15.12704,0.5927939856002921,164.87021518899928,fullkv,kivi,128
106,168.00807309150696,16352.167614694732,31782.28173828125,7.199380869565067,14.73488,0.593601632200443,165.03431034099776,fullkv,kivi,128
107,167.84752464294434,16353.004047511906,31782.28173828125,7.190840080418133,14.73488,0.5927580043993651,164.87692016200162,fullkv,kivi,128
108,168.04669523239136,16354.552401926096,31782.28173828125,7.181413887431836,14.73488,0.591607490799651,165.08338487400033,fullkv,kivi,128
109,169.62233996391296,16340.737714115285,31782.28173828125,7.255481038859594,15.13312,0.631997584999875,165.19332873700114,fullkv,kivi,128
110,166.33287000656128,16366.670883207078,31782.28173828125,7.154871538938172,14.73488,0.50453562800006,164.81325068799924,fullkv,kivi,128
111,170.03807878494263,16337.500536262094,31782.28173828125,7.333994494053432,15.13312,0.643588514499697,164.88459175000025,fullkv,kivi,128
112,171.44629454612732,16326.971318719416,31782.28173828125,7.411374929684458,15.13312,0.6612613708999561,164.8285819619996,fullkv,kivi,128
113,167.80818247795105,16353.915588329724,31782.28173828125,7.244193875906514,15.13312,0.591482941200229,164.8462407670013,fullkv,kivi,128
